QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	Coverage	
org.apache.kafka.clients.admin.DeleteConsumerGroupsOptions	DeleteConsumerGroupsOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteConsumerGroupsResult	DeleteConsumerGroupsResult	low	low	low	low	0	0	0	0	0	0	11	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteRecordsOptions	DeleteRecordsOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteRecordsResult	DeleteRecordsResult	low	low	low	low	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteTopicsOptions	DeleteTopicsOptions	low	low	low	low	0	0	0	0	0	0	11	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteTopicsResult	DeleteTopicsResult	low	low	low	low	0	0	0	0	0	0	25	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeletedRecords	DeletedRecords	low	low	low	low	0	0	0	0	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeAclsOptions	DescribeAclsOptions	low	low	low	low	0	0	0	0	0	0	5	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeAclsResult	DescribeAclsResult	low	low	low	low	0	0	0	0	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeClientQuotasOptions	DescribeClientQuotasOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeClientQuotasResult	DescribeClientQuotasResult	low	low	low	low	0	0	0	0	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeClusterOptions	DescribeClusterOptions	low	low	low	low	0	0	0	0	0	0	11	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeClusterResult	DescribeClusterResult	low	low	low	low	0	0	0	0	0	0	22	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeConfigsOptions	DescribeConfigsOptions	low	low	low	low	0	0	0	0	0	0	17	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeConfigsResult	DescribeConfigsResult	low	low	low	low	0	0	0	0	0	0	20	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeConsumerGroupsOptions	DescribeConsumerGroupsOptions	low	low	low	low	0	0	0	0	0	0	8	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeConsumerGroupsResult	DescribeConsumerGroupsResult	low	low	low	low	0	0	0	0	0	0	21	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeDelegationTokenOptions	DescribeDelegationTokenOptions	low	low	low	low	0	0	0	0	0	0	8	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeDelegationTokenResult	DescribeDelegationTokenResult	low	low	low	low	0	0	0	0	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeFeaturesOptions	DescribeFeaturesOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeFeaturesResult	DescribeFeaturesResult	low	low	low	low	0	0	0	0	0	0	6	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeLogDirsOptions	DescribeLogDirsOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeLogDirsResult	DescribeLogDirsResult	low	low	low	low	0	0	0	0	0	0	48	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DescribeMetadataQuorumOptions	DescribeMetadataQuorumOptions	low	low	low	low	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
